## CidLength:	193
## Count:	45217
## Date:	Mon Dec 16 12:47:32 2019
## Game:	PSNX
##Locale:	en_us
## MD5Checksum: 385D6254C6EA6F1EBD715B14690E0794
## T4Version:	Unknown
## TextLength:	1109
## Version:	2.1.886508
93264	ucdt	炮手击杀助攻共享 - 闪电
219375	ucdt	个性化你的地面载具，加装《行星边际2》金色标志车标
274368	ucdt	磁割刀
436376	ucdt	让使用者能同时携带3台电磁脉冲干扰器
533205	ucdt	Daum标题006礼包名称
550805	ucdt	2014服务器对抗赛冠军护甲贴花
695549	ugdt	Ordnance Armor 3
715733	ugdt	平移速度 1
931262	ugdt	黑心十字弩
1261098	ucdt	2.5倍变焦瞄具
1280742	ugdt	"8" 车标
1290857	ugdt	火花保险杠TR003
1369873	ucdt	授权使用火箭推动的喷射背包，背包有较短的冷却时间。
1467536	ucdt	将解放者的闲置时间延长至27分钟。
1468731	ucdt	磁割刀：银质勋章
1515325	ugdt	近战强化 4 (11118) (DNT)
1517575	ucdt	分组ID错误，无法踢出小队。
1530486	ucdt	解锁后机动性提升，使得载具的制动力得到提升。
1640158	ucdt	装弹速率 1
1735402	ucdt	占有时间：%0
1926553	ucdt	稳住控制中心外围的防线！
2000996	ucdt	TR TMG-50 + 证书点
2025683	ucdt	剥皮者：金质勋章
2133224	ucdt	新联邦的完美霰弹枪
2250465	ucdt	为你的工蚁加装装饰附件。所有阵营均可使用此装备。
2280696	ugdt	Sensor Shield 3
2639296	ucdt	MG-A1劲弩：铜质勋章
2675904	ucdt	蜜獾载具贴花
2829572	ugdt	科摩耶 - 测试枪
2938536	ucdt	武器的装弹时间减少0.2秒。
3073012	ucdt	占坑武器名
3361867	ucdt	为你的载具添加贴花。仅限新联邦使用。
3421238	ucdt	强化水平转向速率、滚转速率以及敏捷性。（比上一级更高效）
3423464	ucdt	炮手击杀共享 - 空投舱
3505127	ucdt	小队领导力
3566505	ucdt	得分
3916918	ucdt	NS-60火焰喷射器：铜质勋章
4234178	ucdt	ACE工具 - 炮台：铜质勋章
4376735	ucdt	重力平台可以让你上下移动，速度非常快。只要站到平台上，你就可以沿着粒子流动的方向向上或向下移动了。
4377775	ucdt	艾美瑞什树丛载具迷彩
4387352	ugdt	静态苔原武器迷彩
4392764	ucdt	地区
4414651	ugdt	灰色猛虎载具迷彩
4573804	ucdt	10%经验加成
4593374	ucdt	提升/降低成员等级
4614870	ucdt	<font color="#7FF4FF">[/re]gionsay </font> - 向你所在的地区内的友方玩家发送一条文字消息。你目前所在的地区将显示在主界面左边，地图的上方。
4669484	ucdt	武器的装弹时间减少0.5秒。
4720349	ucdt	正圆迷彩
4826084	ucdt	为你的载具添加贴花。所有阵营均可使用此贴花。
5042024	ucdt	All Access会员
5404723	ucdt	狙击手：输出50,000点伤害
5692652	ucdt	击杀敌人有12%几率使你和25米内的队友在4秒内最小射击散布角减小30%。MAX可装备并触发此插件，但自身无法享受该收益。
5730971	ucdt	用奥星纤维编制而成的喜庆蓝色帽子。<br><font color="#2af72a">穿戴后经验加成+50%</font><br><font color="#FF0000">此物品只能在寒冬节日季期间使用。</font>
5746893	ugdt	O2-7 (7x)
5785670	ucdt	火力风暴
5919759	ucdt	五周年之解放护甲贴花
5939547	ucdt	武器能够携带的最大弹药数量增加17发。
6081400	ucdt	NC12清道夫：金质勋章
6256017	ucdt	杀戮印记载具贴花
6266753	ucdt	装弹速率 4
6301696	ugdt	Mosquito Death From Above Glass Decal
6329828	ucdt	天空卫士机枪
6704529	ucdt	震荡手雷
7092567	ugdt	TX4 暴君
7180888	ugdt	MACS Armor Decal
7199127	ucdt	武器能够携带的最大炮弹数量增加14发。
7376076	ucdt	解放霍森
7396785	ucdt	你获取<font color="#7FF4FF">经验值</font>时，也将同时获得<font color="#E88127">证书点数</font>
7511375	ugdt	FOG Vehicle Decal
7734604	ucdt	载具测试物品：备用。
7782577	ugdt	军校生 1 涂装
7970252	ucdt	2015年1月参与粉碎世界纪录活动的玩家，可获得此头衔。
8005190	ucdt	海盗战机贴花
8045133	ucdt	受到来自破片手雷和常规爆炸物的伤害降低50%。
8059506	ucdt	VS相移VX-S + 证书点
8074851	ucdt	在你的载具上添加因达尔灌木迷彩图案。所有阵营均可使用此装备。
8103574	ucdt	手持近战武器击杀一名敌人会回复200点生命值，快速出刀不会触发此效果。
8326486	ucdt	AF-18追猎者AE：银质勋章
8514859	ucdt	作为一款设计精良的武器系统，NS-11A通过装配不同配件，几乎可以适用于所有场合。这款衍生型号在黑色底面上印有雅致的火焰图案。所有阵营均可使用纳能集团的武器。
8580020	ugdt	Prowler Horn of Liberty
8606739	ucdt	心宿二LC：奥星勋章
8657503	ucdt	了解地球共和国对秩序的探索。
8801686	ucdt	让渗透兵可以侦测到敌人的爆炸物，并将消息发布给附近的友方士兵。
8804133	ugdt	Daum标题5
8834800	ucdt	乙小队路标点
8936270	ucdt	以惊喜优惠价获取女武神武器及装饰品！
9171317	ucdt	按住[%s]键破解门锁
9175067	ucdt	轻型突击兵：杀死250名敌人的步兵
9206774	ucdt	弹药包：金质勋章
9566403	ugdt	伊萨米尔之心装甲迷彩
9740375	ucdt	黑鳞铱矿场
9827891	ucdt	EREOF
9857909	ucdt	弹药携带量 4
9917213	ucdt	将电磁骑士的获取时间间隔减少720秒
9961268	ucdt	渡鸦：奥星勋章
10016439	ucdt	炸弹车标
10036557	ugdt	驾驶舱：青色金属涂装
10206614	ucdt	大熊座：奥星勋章
10220348	ucdt	VS粗哑语音包
10445747	ucdt	半近战
10532064	ugdt	PS1 车标
10583549	ucdt	考斯轮毂罩
10727597	ucdt	喇叭
10859176	ucdt	震荡手雷：奥星勋章
10897857	ucdt	检测到未知错误。
10916576	ucdt	定位
10974908	ucdt	沿着路标前进。
11069320	ucdt	解散军团
11125478	ucdt	默认弹匣的弹药容量增加6发。
11136766	ugdt	Rx1 (1x) - T-Dot
11205534	ugdt	"W" 车标
11338385	ucdt	The9 Placeholder
11422026	ugdt	Afterfire Rebreather Helmet
11535759	ucdt	脉冲星VS1 
11588918	ucdt	请求
11848663	ucdt	银河载具贴花
11917812	ucdt	装弹速率 3
12236340	ugdt	Flash Pipe Organ Horn
12407691	ugdt	NSX Tengu
12475761	ucdt	你已成为火力小组组长！
12593078	ucdt	腐蚀烟雾 4
12771382	ugdt	幻影VA23
12839057	ucdt	VS蛮勇语音包
12865932	ucdt	风霜印记护甲迷彩
12967438	ucdt	开启后5秒内可以修复载具15%的耐久。如果启用此装置时载具已经着火，可以立即扑灭火焰。每22秒可以启用一次。
13038543	ucdt	设置
13142877	ucdt	武器能够携带的最大火箭弹数量增加24发。
13234026	ucdt	武器能够携带的最大炸弹数量增加12枚。
13355389	ucdt	颅骨头盔让不幸面对它的对手在心底里感到恐惧。仅限瓦努主权国使用。
13363165	ucdt	漫画书
13792876	ucdt	输入军团消息……
13837614	ucdt	击杀50米内的载具能为你或你的载具补充一轮弹药，并为你的载具回复最大生命值的10%。<font color="#dc9c36">在载具中也生效。</font>
13927811	ucdt	纳米编织护甲 4
14071264	ucdt	预言者 5
14150532	ugdt	光波武器迷彩
14168072	ucdt	快速使用
14252909	ucdt	银河：松树林
14286702	ucdt	“游骑兵”G40-F是一种非常有威慑力的防空火炮。它的垂直射程很高，可以使用40毫米口径防空炮弹，接近敌机时爆炸。所有阵营均可使用此武器。
14342849	ucdt	手持近战武器击杀一名敌人会回复250点生命值，快速出刀不会触发此效果。
14465903	ugdt	罗马短剑
14522607	ucdt	奥纳莎附属重生点A
14551584	ugdt	Modus Helmet
14552153	ucdt	在突袭者的车身下面安装蓝色的底盘灯光。仅限地球共和国使用。
14820257	ugdt	勇敢头盔
14861919	ugdt	忠诚士兵迷彩
14897638	ugdt	碧绿条纹
14936075	ucdt	深山锹甲头盔
14940602	ucdt	驾驶舱：粉色座舱玻璃
14979495	ucdt	在你的护甲上添加气泡迷彩图案。仅限新联邦使用。
15001163	ucdt	一套精制的存放系统，让使用者能更快地拔枪和收枪。
15096864	ucdt	狩猎女神VX26
15326226	ugdt	电线武器迷彩
15335924	ucdt	闲置计时器 9
15449551	ucdt	为你的载具添加贴花。仅限新联邦使用。
15672847	ucdt	精确轰炸机机身
15707196	ucdn	
15743342	ucdt	在你的护甲上添加水花迷彩图案。仅限地球共和国使用。
15770477	ucdt	[*time*]内[*message*]。
15837630	ucdt	REUSE
15902630	ugdt	空中制动 1
15917805	ugdt	占星师头盔
16038114	ucdt	蚊式战机滚转速率 - 5级
16104159	ucdt	斑纹护甲迷彩
16136885	ucdt	在你的载具上添加一次性使用的伊萨米尔冰原迷彩图案。仅限瓦努主权国使用。一次性使用迷彩只能在本角色的一套配置中应用一次。
16242309	ucdt	RAMS .50M：银质勋章
16245389	ucdt	启用一键购买模式
16246512	ugdt	浅棕单色迷彩
16303167	ucdt	VS004轮毂罩
16389272	ucdt	伊普西龙侦察兵头盔
16516292	ugdt	Combat Chassis
16526581	ugdt	特级上士 3 涂装
16778736	ucdt	所有非MAX职业均可装备。仅限新联邦使用。
16938632	ucdt	在你的载具上添加艾美瑞什森林V2迷彩图案。所有阵营均可使用此装备。
17026904	ucdt	切换到手枪，永远比主武器重新装弹要快。
17173216	ucdt	银河假日小精灵喇叭
17265748	ucdt	武器能够携带的最大炮弹数量增加25发。
17294819	ucdt	NC雄鹰载具贴花
17311565	ucdt	选择
17473378	ucdt	火花丘比特喇叭
17549041	ucdt	火箭筒专家背景横幅
17587018	ucdt	在电磁骑士的车身下面安装青色的底盘灯光。仅限瓦努主权国使用。
17590492	ucdt	近卫军 2 贴花
17904405	ucdt	描述
17953461	ucdt	重生
18043913	ucdt	十字剑：奥星勋章
18059147	ucdt	天鹅座：铜质勋章
18187134	ucdt	DIGT载具贴花
18314000	ugdt	Salvage 5
18368059	ucdt	[*faction*]已链接至西北折跃门 +[*points*]战果！
18369188	ucdt	包含长柄刀IPC、轨道打击发信站和增援部署模块的设计图。解锁后全阵营可用。
18492427	ucdt	受到来自轻武器、重机枪和加特林机枪的伤害降低20%。
18523361	ucdt	你真就这么放弃么？
18529533	ucdt	武器的最大弹药容量增至750发。
18536477	ucdt	中士 1 贴花
18557678	ucdt	CAS 14-E：铜质勋章
18687921	ucdt	工程兵护甲
18731223	ucdt	v0.4.6
18811314	ucdt	将电磁骑士的最高速度提高2公里/小时。
18929381	ugdt	海盗战机黄色闪光座舱玻璃涂装
19066050	ucdt	通过守卫要塞，你可获得此勤务绶带。
19207156	ucdt	纳米护甲隐形 2
19223297	ucdt	在插件铸造室中，你可以用ISO-4来制造出你当前所没有的1级插件。ISO-4能通过参与活动和警报来赢取，还能靠分解从插件包得来的重复插件来获取。
19243868	ucdt	英诺华占坑标题49描述
19339270	ucdt	个性化你的地面载具，加装金色决裂者标志车标
19547341	ucdt	调整将远处物体的低精度模型转变为高精度模型的距离与质量。
19573567	ucdt	“血族”卡宾枪在扣下扳机后短时间内能快速射出大口径子弹，之后逐渐恢复到稳定射速。仅限地球共和国使用。
19594485	ucdt	不适宜的名字
19606686	ucdt	无效命令 /[*command*]
19955469	ucdt	增加携带震荡手雷的总量
20038202	ucdt	装弹速率 1
20066131	ucdt	海盗战机蓝色闪光座舱玻璃贴花
20072115	ucdt	这款阵营专属版纳能集团的HS/HV瞄准镜尽管没有放大效果，但能用高对比度高亮显示附近的士兵。在灰暗或浓烟环境下效果拔群。
20152766	ucdt	一次性使用松树林武器迷彩
20181099	ucdt	NC-9阿特罗斯：绶带
20287522	ucdt	M2截断者（右手）
20458171	ucdt	说实在的，这真的是一次很给力的大特卖！
20469087	ucdt	你附近没有玩家。
20469931	ucdt	闪电炫光镶边3
20622791	ugdt	Covert Drop 4
20649913	ucdt	总统：绶带
20663112	ucdt	进一步降低电磁脉冲干扰器使用的间隔时间。
20707009	ucdt	流星：金质勋章
20775581	ucdt	10%经验加成
20794311	ucdt	E
20825818	ucdt	VOGU护甲贴花
20931694	ucdt	秋分VE2：铜质勋章
20939405	ucdt	因达尔高原
20992380	ucdt	银河A30漫步者[顶部武器]
21217439	ucdt	在决裂者的车身下面安装白色的底盘灯光。
21263459	ucdt	狂热者过载引擎 2
21322184	ucdt	PSA-01锤头AMR：金质勋章
21458326	ucdt	小队邀请已不再有效。
21483383	ucdt	获得 >
21535440	ucdt	让周围所有人知道，乘坐你的银河可以媲美一次奢华邮轮之旅。
21541810	ugdt	Legacy - Enhanced Targeting 2
21579138	ucdt	阿尔卡利仓库
21604125	ucdt	CRSEL
21851736	ucdt	胡峰专为运输MAX机甲和存储氪金而定制，并获得了多项性能改进。
21852658	ucdt	脉冲星LSW：银质勋章
21855711	ucdt	反载具手雷：金质勋章
21872050	ucdt	集成式能量单元能使所有类型喷射背包的燃料上限提高40%，伏击手喷射背包的冷却时间缩短1秒。
21879686	ugdt	Amerish Fieldplate
21918297	ucdt	游戏测试 - 萨尔瓦 - 瓦努主权国
21972085	ucdt	管理员：轨道打击枪
22228643	ucdt	志愿兵 1 贴花
22396785	ucdt	弹药携带量 8
22441232	ucdt	P2-120穿甲炮装载了高速的AP穿甲弹，对付装甲目标效果更好，但爆炸威力不如其他弹药。仅限地球共和国使用。
22461335	ucdt	反坦克地雷 2
22529979	ucdt	银河M20幼龙[机尾武器]
22626718	ucdt	公告牌 3
22759069	ucdt	士兵
22809581	ucdt	警告：蜂巢护盾正遭受攻击，护盾完整性低于100%！
22823094	ucdt	解锁VE-A蝎虎座及其全套附件。仅限瓦努主权国使用。
23071606	ugdt	Neutral Angular Camo
23094985	ucdt	武器能够携带的最大弹药数量增加15发。
23174382	ucdt	杀手：铜质勋章
23334549	ucdt	打击者AE
23351020	ucdt	为你的驾驶舱增添个性化装饰，在座舱玻璃处加上黄色贴花。仅限新联邦使用。
23480730	ucdt	v0.3.9
23508430	ucdt	艾美瑞什基地占领状态
23547096	ugdt	汉堡坦克
23554129	ucdt	MGR-A1征服者：金质勋章
23585010	ugdt	5000 ISO-4
23637006	ucdt	近程伏击手
23680351	ucdt	冻原迷彩
24052747	ucdt	NS-30汪达尔 + 证书点
24113681	ucdt	鞭笞者X2：铜质勋章
24120964	ucdt	开启后，一层快速衰减的护盾能量网会围绕士兵，并吸收最多450点伤害；每当士兵击杀一名敌军，可以回复41%的能量。护盾能量会在36秒内回满。
24432722	ucdt	希尔赫斯基地
24656946	ucdt	投掷
24916434	ucdt	长沙发迷彩
25082896	ucdt	发现新联邦！
25141321	ugdt	孤注一掷载具迷彩
25155014	ucdt	黑色雄鹿贴花
25178703	ugdt	NC坚定语音包
25220681	ugdt	1-3YE Helmet
25227965	ucdt	霰弹枪发射器附件描述
25461434	ugdt	Sleighbell Tire Trails
25499113	ucdt	这辆载具的驾驶员已掉线！
25664499	ucdt	为你的突袭者加装漂移者风格轮毂罩。仅限新联邦使用。
25931792	ugdt	持印者
25974313	ucdt	科技优势礼包
25988157	ucdt	希尔赫斯.小型哨所.1
26020253	ucdt	小队后勤系统
26053482	ugdt	Innova Placeholder Title 14
26113619	ugdt	充能器
26122902	ucdt	NS-60火焰喷射器：铜质勋章
26324002	ucdt	弹跳贝蒂：铜质勋章
26380568	ucdt	弹药包：奥星勋章
26384072	ugdt	Lumine Edge
26506270	ugdt	金色笑脸车标
26601005	ugdt	装甲舰武器迷彩
26631788	ucdt	击杀瓦努主权国敌军
26642336	ucdt	拳师
26781616	ucdt	60毫米：金质勋章
26781661	ugdt	中校
26788724	ugdt	Centauri Medic Armor
26857586	ucdt	装备终端同样可以用来切换职业。
操作装备终端，在菜单里选择你想要使用的职业。
点击“装备”按钮，切换到该职业。
26904912	ucdt	纳能爱国者烟花枪可以发射各种类型和颜色的烟花。所有阵营均可使用此武器。
26918898	ucdt	决裂者亚瑟王圣剑轮辋
27058421	ucdt	为海盗战机加装炫光镶边。仅限新联邦使用。
27487580	ucdt	织网护甲迷彩
27569131	ugdt	上尉 3 涂装
27573659	ucdt	精选物品
27579189	ucdt	因特尔礼包
27587516	ucdt	日本瓦努主权国守护者的贴花
27589011	ucdt	M77-B：银质勋章
27716972	ugdt	装弹速度 3
27870553	ugdt	Title: Bounty Hunter
27900811	ucdt	变色龙模块
27942056	ucdt	手持近战武器击杀一名敌人会回复250点生命值，快速出刀不会触发此效果。
27948694	ucdt	弹药携带量 3
28166130	ucdt	蓝移：银质勋章
28266309	ucdt	飞行载具
28294374	ucdt	开/关加入战斗倒计时
28352220	ucdt	利用纳能持续进行修理，每5秒修复8.33%的耐久。受到伤害后8秒内无法进行自动修复。
28436706	ucdt	带有地球共和国标志的喜庆红色帽子。<br><font color="#2af72a">穿戴后经验加成+50%</font><br><font color="#FF0000">此物品只能在寒冬节日季期间使用。</font>
28555222	ucdt	默认弹匣的弹药容量增加15发。
28871811	ucdt	提高增压加力燃料的恢复速度。燃料耗尽后将在22.5秒内完全恢复。
29013835	ugdt	联邦准将
29338155	ugdt	侦察卫兵
29443278	ucdt	个性化你的地面载具，加装铬色手枪车标。仅限新联邦使用。
29531896	ucdt	为你的护甲添加贴花。仅限新联邦使用。
29555704	ucdt	黑色浪潮
29589979	ucdt	武器能够携带的最大弹药数量增加600发。
29622779	ucdt	SR-200：绶带
29757664	ugdt	黑色数码武器迷彩
29781970	ucdt	玩家“[*target*]”不在线。
29784673	ucdt	雪绒花车标
29843708	ugdt	金色甲壳涂装
29907536	ucdt	授权使用多种武器附件
30003759	ucdt	伊萨米尔：占据领土
30044864	ucdt	武器能够携带的最大弹药数量增加210发。
30073334	ucdt	驾驶舱：石蓝色贴花
30235731	ucdt	生成载具需要消耗资源。
30313273	ucdt	为你的装甲添加贴花。所有阵营均可使用。
30560964	ucdt	雷霆齿轮载具贴花
30765222	ucdt	解放者剃刀翼
30802801	ucdt	武器能够携带的最大弹药数量增加21发。
30926702	ucdt	弹药打印机
30953560	ucdt	MANA反步兵炮台：奥星勋章
30999365	ucdt	武器能够携带的最大弹药数量增加300发。
31016306	ucdt	提升标枪的漂移和滑行能力。
31058667	ucdt	坚韧护盾 4
31304622	ucdt	凤凰AE：奥星勋章
31357571	ucdt	蚊式战机垂直推力 - 4级
31381705	ucdt	六周年喇叭
31749292	ucdt	在你的武器上添加一次性使用艾美瑞什森林V2迷彩图案。仅限地球共和国使用。一次性使用迷彩只能在本角色的一套配置中应用一次。
31768226	ucdt	瓦努主权国
31807863	ucdt	提升飞机的转弯速率。
31831828	ugdt	Scythe Darkstar Plating
32368168	ucdt	游戏测试生物实验室地球共和国
32371236	ucdt	耀斑VE6：银质勋章
32498109	ucdt	2019奥星圣诞节
32498577	ucdt	你觉得这是难以置信的好买卖？要是你也是个纳能乡巴佬，没啥不可能的。
32769396	ugdt	手雷挂袋 3
32882379	ucdt	在你的载具上添加蜂巢迷彩图案。仅限新联邦使用。
32929276	ucdt	4倍瞄准镜附件 01 描述
33184855	ucdt	在脱离战斗10秒后，每秒恢复35点生命值。
33230082	ugdt	Mosquito Holiday Sleigh Bells Horn
33295072	ucdt	受到来自反坦克地雷的伤害降低55%。
33379107	ucdt	OEM_自动
33488138	ugdt	Valkyrie Cyan Lumifiber Digital Trim
33673405	ucdt	桑格雷主重生室
33961837	ucdt	一个装满饼干、糖果和弹药的可部署的小盒子，献给奥星上所有优秀的士兵。<font color="#dc9c36"><br><br>仅能在奥星圣诞节期间使用。</font>
34203364	ucdt	女武神是用于近空支援及运输的6人飞机。它的机组包括了1名驾驶员和1名前向炮手。
34269505	ucdt	NS-60火焰喷射器：银质勋章
34380354	ucdt	左手
34426394	ucdt	绿色底盘灯光
34450581	ucdt	动量屏蔽 1
34476555	ucdt	受到来自防空炮的伤害降低6%。
34976242	ucdt	测试物品 1
35047227	ucdt	纳能自动修复系统 5
35074013	ucdt	黄色电磁骑士底盘灯光
35298697	ucdt	瓦努主权国喷气背包技能3
35397036	ugdt	伊萨米尔登山家装甲迷彩
35417607	ugdt	Victory Over Internet Protocol Vehicle Decal
35584143	ucdt	3日特卖
35699712	ugdt	新联邦女性渗透兵
35904686	ucdt	可别忘了，瓦努科学家最近往你的重生母体里，加上了全新的成就追踪功能。今后你重生时将能记录到额外的成就。
35952621	ucdt	哈瓦尔
35998047	ugdt	忍术烟遁
36332792	ucdt	NC05凿岩机
36489265	ucdt	这款黑色版毁灭者专为纯粹的威力而设计，它对敌军载具和步兵的破坏力无与伦比。所有阵营均可使用纳能集团的武器。
36528031	ucdt	右手武器
36951106	ucdt	为你的载具添加贴花。仅限瓦努主权国使用。
37058432	ucdt	为镰式战机加装炫光镶边。仅限瓦努主权国使用。
37124653	ucdt	黑色NS-10B轰天雷
37155504	ucdt	O2-6（6倍）
37222466	ucdt	暗光战术手电
37427943	ucdt	搏击者：绶带
37539860	ucdt	突击步枪：秋分VE2（可调版）
37597037	ucdt	驾驶舱：笑脸贴花
37917192	ucdt	在上空生成一张激光网，能重伤穿过它的敌军步兵。仅限地球共和国。
37975846	ucdt	炽天使护盾 2
38028419	ucdt	敌方锁定此载具所需的时间增加1秒，并防止载具在敌人小地图上被自动侦测到。
38074991	ucdt	空中飞人：银质勋章
38143243	ucdt	温带森林载具迷彩
38188351	ugdt	FAZE Famous Zealots Vehicle Decal
38209139	ugdt	温带灌丛
38245844	ucdt	FAC.拱形护盾.技术工厂
38278514	ucdt	悬停稳定性机身
38331252	ucdt	男性
38401619	ucdt	右手主武器：防空：黑色NS-10B轰天雷
